E:\Dataset\blur\archive\defocused_blurred\0_IPHONE-SE_F.JPG, Quality: 0, BlurExtent: 1.000, Per: 0.00000, is blur: True, Center-only processed
E:\Dataset\blur\archive\defocused_blurred\85_HONOR-8X_F.jpg, Quality: 0, BlurExtent: 0.998, Per: 0.00598, is blur: True, Center-only processed
E:\Dataset\blur\archive\defocused_blurred\86_HONOR-8X_F.jpg, Quality: 0, BlurExtent: 1.000, Per: 0.00000, is blur: True, Center-only processed
E:\Dataset\blur\archive\defocused_blurred\87_IPHONE-8-PLUS_F.jpg, Quality: 0, BlurExtent: 1.000, Per: 0.00000, is blur: True, Center-only processed
E:\Dataset\blur\archive\defocused_blurred\88_HONOR-8X_F.jpg, Quality: 0, BlurExtent: 1.000, Per: 0.00000, is blur: True, Center-only processed
E:\Dataset\blur\archive\defocused_blurred\89_IPHONE-6S_F.jpeg, Quality: 0, BlurExtent: 1.000, Per: 0.00000, is blur: True, Center-only processed
E:\Dataset\blur\archive\defocused_blurred\8_SAMSUNG-GALAXY-A6_F.jpg, Quality: 0, BlurExtent: 1.000, Per: 0.00000, is blur: True, Center-only processed
E:\Dataset\blur\archive\defocused_blurred\90_HONOR-7X_F.jpg, Quality: 0, BlurExtent: 1.000, Per: 0.00000, is blur: True, Center-only processed
E:\Dataset\blur\archive\defocused_blurred\91_HONOR-7X_F.jpg, Quality: 0, BlurExtent: 1.000, Per: 0.00000, is blur: True, Center-only processed
E:\Dataset\blur\archive\defocused_blurred\92_IPHONE-7_F.jpeg, Quality: 0, BlurExtent: 1.000, Per: 0.00000, is blur: True, Center-only processed
E:\Dataset\blur\archive\defocused_blurred\93_HONOR-7X_F.jpg, Quality: 0, BlurExtent: 1.000, Per: 0.00000, is blur: True, Center-only processed
E:\Dataset\blur\archive\defocused_blurred\94_HONOR-7X_F.jpg, Quality: 0, BlurExtent: 1.000, Per: 0.00000, is blur: True, Center-only processed
E:\Dataset\blur\archive\defocused_blurred\95_HONOR-7X_F.jpg, Quality: 0, BlurExtent: 0.993, Per: 0.00000, is blur: True, Center-only processed
E:\Dataset\blur\archive\defocused_blurred\96_HONOR-7X_F.jpg, Quality: 3, BlurExtent: 0.970, Per: 0.00000, is blur: True, Center-only processed
E:\Dataset\blur\archive\defocused_blurred\97_HONOR-7X_F.jpg, Quality: 0, BlurExtent: 0.998, Per: 0.00000, is blur: True, Center-only processed
E:\Dataset\blur\archive\defocused_blurred\98_HONOR-7X_F.jpg, Quality: 0, BlurExtent: 1.000, Per: 0.00000, is blur: True, Center-only processed
E:\Dataset\blur\archive\defocused_blurred\99_HONOR-7X_F.jpg, Quality: 0, BlurExtent: 0.995, Per: 0.00000, is blur: True, Center-only processed
E:\Dataset\blur\archive\defocused_blurred\9_HUAWEI-P20_F.jpg, Quality: 0, BlurExtent: 1.000, Per: 0.00000, is blur: True, Center-only processed
